diacritic,pronunciation,label,values,triggers,weight
OFFSPRING_2,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
TOMATO_1,TOMATO,TOMATO,set(),set(),9.000000000000004
TOMATO_2,TOMATO,TOMATO,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.700000000000003
BOOK_1,BOOK,BOOK,set(),set(),9.400000000000004
BOOK_2,BOOK,BOOK,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.000000000000004
BOOK_3,BOOK,BOOK,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",9.900000000000004
BOOK_4,BOOK,BOOK,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.400000000000002
CAT_1,CAT,CAT,set(),set(),10.000000000000004
CAT_2,CAT,CAT,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",11.100000000000003
CASTLE_1,CASTLE,CASTLE,set(),set(),9.800000000000004
CASTLE_2,CASTLE,CASTLE,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",9.400000000000004
FROG_1,FROG,FROG,set(),set(),9.200000000000003
FROG_2,FROG,FROG,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.400000000000002
null_18,null,nominalizer,"{'e_1', 'a_2'}","{('e', frozenset({'-atomic'}))}",12.59999999999999
FROG_3,FROG,FROG,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.200000000000003
FROG_4,FROG,FROG,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",14.300000000000002
null_19,null,nominalizer,"{'i_1', 'a_2'}",set(),10.600000000000001
null_20,null,nominalizer,"{'i_1', 'a_2'}","{('i', frozenset({'-atomic'}))}",9.9
OFFSPRING_3,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
OFFSPRING_4,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'})), ('a', frozenset({'+atomic'}))}",10.0
SHIP_1,SHIP,SHIP,set(),set(),11.100000000000001
SHIP_2,SHIP,SHIP,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",10.9
CHILD_1,CHILD,CHILD,set(),set(),9.9
CHILD_2,CHILD,CHILD,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.0
WHEEL_1,WHEEL,WHEEL,set(),set(),10.100000000000003
WHEEL_2,WHEEL,WHEEL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",13.300000000000002
WHEEL_3,WHEEL,WHEEL,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",11.300000000000002
WHEEL_4,WHEEL,WHEEL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",11.600000000000001
CHILD_3,CHILD,CHILD,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.9
BALL_3,BALL,BALL,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.000000000000004
BALL_4,BALL,BALL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",13.500000000000002
CAR_3,CAR,CAR,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.600000000000001
CAR_4,CAR,CAR,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.400000000000002
null_21,null,nominalizer,{'o_1'},"{('e', frozenset({'+atomic'}))}",10.5
FOOT_1,FOOT,FOOT,set(),set(),9.700000000000001
FOOT_2,FOOT,FOOT,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",10.100000000000001
POTATO_3,POTATO,POTATO,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.300000000000002
POTATO_4,POTATO,POTATO,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",13.900000000000002
CAT_3,CAT,CAT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",8.900000000000004
CAT_4,CAT,CAT,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.300000000000002
ANCHOR_3,ANCHOR,ANCHOR,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",11.500000000000002
ANCHOR_4,ANCHOR,ANCHOR,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",12.500000000000002
CASTLE_3,CASTLE,CASTLE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.200000000000003
CASTLE_4,CASTLE,CASTLE,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.900000000000002
WOLF_3,WOLF,WOLF,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.600000000000001
WOLF_4,WOLF,WOLF,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.000000000000002
null_22,null,atomic,{'+atomic'},set(),9.20000000000001
null_23,null,nominalizer,{'o_1'},"{('null', frozenset({'+atomic'}))}",9.500000000000002
KING_1,KING,KING,set(),set(),9.9
KING_2,KING,KING,set(),"{('null', frozenset({'+atomic'})), ('null', frozenset())}",10.8
KEY_1,KEY,KEY,set(),set(),9.700000000000001
KEY_2,KEY,KEY,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",10.9
null_24,null,nominalizer,"{'i_1', 'o_1'}","{('e', frozenset({'+atomic'}))}",10.1
null_25,null,nominalizer,"{'i_1', 'o_1'}","{('null', frozenset({'+atomic'}))}",9.700000000000001
TOMATO_3,TOMATO,TOMATO,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",9.000000000000004
TOMATO_4,TOMATO,TOMATO,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",12.600000000000003
SHELF_1,SHELF,SHELF,set(),set(),9.8
SHELF_2,SHELF,SHELF,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",9.700000000000001
OFFSPRING_5,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.0
OFFSPRING_6,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.0
FLOWER_1,FLOWER,FLOWER,set(),set(),9.600000000000001
FLOWER_2,FLOWER,FLOWER,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset())}",10.200000000000001
null_26,null,nominalizer,{'o_1'},"{('a', frozenset({'+atomic'}))}",10.1
PROBLEM_1,PROBLEM,PROBLEM,set(),set(),10.0
PROBLEM_2,PROBLEM,PROBLEM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.9
null_27,null,nominalizer,"{'e_1', 'o_1'}",set(),10.500000000000002
null_28,null,nominalizer,"{'e_1', 'o_1'}","{('e', frozenset({'-atomic'}))}",10.0
CHILD_4,CHILD,CHILD,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",9.9
CHILD_5,CHILD,CHILD,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('e', frozenset({'-atomic'}))}",9.9
CHILD_6,CHILD,CHILD,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",9.9
FLOWER_3,FLOWER,FLOWER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.8
FLOWER_4,FLOWER,FLOWER,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.8
null_29,null,atomic,{'-atomic'},set(),7.500000000000011
null_30,null,nominalizer,"{'i_1', 'o_1'}","{('null', frozenset({'-atomic'}))}",10.499999999999998
KING_3,KING,KING,set(),"{('null', frozenset()), ('null', frozenset({'-atomic'}))}",9.9
KING_4,KING,KING,set(),"{('null', frozenset({'+atomic'})), ('null', frozenset()), ('null', frozenset({'-atomic'}))}",10.0
null_31,null,nominalizer,"{'i_1', 'o_1'}","{('a', frozenset({'+atomic'}))}",10.0
MILKCOW_3,MILKCOW,MILKCOW,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.100000000000001
MILKCOW_4,MILKCOW,MILKCOW,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.800000000000002
null_32,null,nominalizer,"{'e_1', 'a_2'}","{('i', frozenset({'-atomic'}))}",11.599999999999994
KEY_3,KEY,KEY,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.8
KEY_4,KEY,KEY,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.4
TOWER_3,TOWER,TOWER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.200000000000001
TOWER_4,TOWER,TOWER,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
PIBLING_1,PIBLING,PIBLING,set(),set(),9.8
PIBLING_2,PIBLING,PIBLING,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.4
SHELF_3,SHELF,SHELF,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.600000000000001
SHELF_4,SHELF,SHELF,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.9
GRANDPARENT_3,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
GRANDPARENT_4,GRANDPARENT,GRANDPARENT,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
EGG_1,EGG,EGG,set(),set(),9.9
EGG_2,EGG,EGG,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",9.9
PROBLEM_3,PROBLEM,PROBLEM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
PROBLEM_4,PROBLEM,PROBLEM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'})), ('a', frozenset({'+atomic'}))}",10.4
FOOT_3,FOOT,FOOT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
FOOT_4,FOOT,FOOT,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.3
null_33,null,nominalizer,"{'e_1', 'a_2'}","{('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.2
PIBLING_3,PIBLING,PIBLING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.9
null_34,null,nominalizer,{'i_1'},"{('null', frozenset({'-atomic'}))}",10.499999999999998
null_35,null,nominalizer,{'e_1'},"{('i', frozenset({'-atomic'}))}",12.299999999999992
SHIP_3,SHIP,SHIP,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
SHIP_4,SHIP,SHIP,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.0
JIGSAW_1,JIGSAW,JIGSAW,set(),set(),10.0
JIGSAW_2,JIGSAW,JIGSAW,set(),"{('null', frozenset({'+atomic'})), ('null', frozenset())}",11.3
OFFSPRING_7,OFFSPRING,OFFSPRING,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset())}",10.0
OFFSPRING_8,OFFSPRING,OFFSPRING,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
OFFSPRING_9,OFFSPRING,OFFSPRING,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('e', frozenset({'-atomic'}))}",9.9
GRANDPARENT_5,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.4
GRANDPARENT_6,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'})), ('a', frozenset({'+atomic'}))}",9.9
PIBLING_4,PIBLING,PIBLING,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.0
PIBLING_5,PIBLING,PIBLING,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.0
PIBLING_6,PIBLING,PIBLING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.0
GRANDPARENT_7,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.0
GRANDPARENT_8,GRANDPARENT,GRANDPARENT,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.0
GRANDPARENT_9,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.0
a_3,a,atomic,{'-atomic'},set(),9.700000000000001
null_36,null,nominalizer,"{'e_1', 'o_1'}","{('a', frozenset({'-atomic'}))}",10.0
EGG_3,EGG,EGG,set(),"{('a', frozenset({'-atomic'})), ('null', frozenset())}",10.0
EGG_4,EGG,EGG,set(),"{('a', frozenset({'-atomic'})), ('o', frozenset({'+atomic'})), ('null', frozenset())}",9.9
null_37,null,nominalizer,"{'e_1', 'a_2'}","{('i', frozenset({'-atomic'})), ('a', frozenset({'+atomic'}))}",10.1
PIBLING_7,PIBLING,PIBLING,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
PIBLING_8,PIBLING,PIBLING,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
PIBLING_9,PIBLING,PIBLING,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'})), ('a', frozenset({'+atomic'}))}",10.0
null_38,null,nominalizer,"{'e_1', 'a_2'}","{('e', frozenset({'+atomic'}))}",9.9
JIGSAW_3,JIGSAW,JIGSAW,set(),"{('null', frozenset()), ('null', frozenset({'-atomic'}))}",10.0
JIGSAW_4,JIGSAW,JIGSAW,set(),"{('null', frozenset({'+atomic'})), ('null', frozenset()), ('null', frozenset({'-atomic'}))}",9.9
CHILD_7,CHILD,CHILD,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
CHILD_8,CHILD,CHILD,set(),"{('o', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
CHILD_9,CHILD,CHILD,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'})), ('a', frozenset({'+atomic'}))}",10.0
