diacritic,pronunciation,label,values,triggers,weight
ANCHOR_2,ANCHOR,ANCHOR,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.8
li_1,li,definite,"{'-atomic', '+definite'}",set(),9.9
i_2,i,Agr,{'-atomic'},set(),19.50000000000003
null_9,null,nominalizer,{'i_2'},set(),9.600000000000001
null_10,null,nominalizer,{'i_2'},"{('i', frozenset({'-atomic'}))}",10.0
TOMATO_1,TOMATO,TOMATO,set(),set(),9.8
TOMATO_2,TOMATO,TOMATO,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.1
POTATO_1,POTATO,POTATO,set(),set(),9.8
POTATO_2,POTATO,POTATO,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.2
e_2,e,atomic,{'+atomic'},set(),7.400000000000009
null_11,null,nominalizer,{'a_2'},"{('e', frozenset({'+atomic'}))}",9.600000000000001
SHIP_3,SHIP,SHIP,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.9
e_3,e,atomic,{'-atomic'},set(),8.300000000000006
null_12,null,nominalizer,{'e_1'},set(),9.200000000000003
null_13,null,nominalizer,{'e_1'},"{('e', frozenset({'-atomic'}))}",9.9
ANCHOR_3,ANCHOR,ANCHOR,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",9.700000000000001
uno_1,uno,definite,"{'-definite', '+atomic'}",set(),10.0
CASTLE_1,CASTLE,CASTLE,set(),set(),9.9
CASTLE_2,CASTLE,CASTLE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.700000000000001
null_14,null,nominalizer,{'e_1'},"{('i', frozenset({'-atomic'}))}",9.200000000000003
KEY_1,KEY,KEY,set(),set(),9.400000000000002
KEY_2,KEY,KEY,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.700000000000001
null_15,null,nominalizer,{'o_1'},"{('e', frozenset({'+atomic'}))}",10.0
SHELF_1,SHELF,SHELF,set(),set(),9.9
SHELF_2,SHELF,SHELF,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.9
MOUSE_1,MOUSE,MOUSE,set(),set(),9.8
MOUSE_2,MOUSE,MOUSE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.700000000000001
SHELF_3,SHELF,SHELF,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.8
CASTLE_3,CASTLE,CASTLE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
MOUSE_3,MOUSE,MOUSE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.700000000000001
FROG_1,FROG,FROG,set(),set(),9.700000000000001
FROG_2,FROG,FROG,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.9
POTATO_3,POTATO,POTATO,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",9.600000000000001
null_16,null,nominalizer,"{'a_2', 'e_1'}","{('e', frozenset({'-atomic'}))}",10.499999999999998
null_17,null,nominalizer,"{'a_2', 'e_1'}","{('e', frozenset({'-atomic'})), ('a', frozenset({'+atomic'}))}",10.699999999999998
null_18,null,nominalizer,"{'a_2', 'e_1'}","{('e', frozenset({'-atomic'})), ('e', frozenset({'+atomic'}))}",10.899999999999997
FROG_3,FROG,FROG,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.0
FLOWER_1,FLOWER,FLOWER,set(),set(),9.600000000000001
FLOWER_2,FLOWER,FLOWER,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.500000000000002
BALL_3,BALL,BALL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",9.600000000000001
KEY_3,KEY,KEY,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.700000000000001
null_19,null,nominalizer,"{'a_2', 'e_1'}","{('e', frozenset({'+atomic'}))}",10.0
null_20,null,nominalizer,"{'a_2', 'e_1'}","{('i', frozenset({'-atomic'})), ('e', frozenset({'+atomic'}))}",10.299999999999999
BOOK_3,BOOK,BOOK,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.700000000000001
null_21,null,nominalizer,"{'i_2', 'o_1'}","{('i', frozenset({'-atomic'}))}",10.499999999999998
null_22,null,nominalizer,"{'i_2', 'o_1'}","{('i', frozenset({'-atomic'})), ('o', frozenset({'+atomic'}))}",11.399999999999995
null_23,null,nominalizer,"{'i_2', 'o_1'}","{('i', frozenset({'-atomic'})), ('e', frozenset({'+atomic'}))}",10.999999999999996
null_24,null,nominalizer,"{'i_2', 'o_1'}","{('o', frozenset({'+atomic'}))}",10.599999999999998
TOMATO_3,TOMATO,TOMATO,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.700000000000001
FLOWER_3,FLOWER,FLOWER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
null_25,null,nominalizer,"{'i_2', 'o_1'}","{('e', frozenset({'+atomic'}))}",10.399999999999999
null_26,null,nominalizer,"{'i_2', 'o_1'}",set(),10.299999999999999
null_27,null,nominalizer,"{'a_2', 'e_1'}","{('a', frozenset({'+atomic'}))}",10.2
null_28,null,nominalizer,"{'a_2', 'e_1'}","{('i', frozenset({'-atomic'})), ('a', frozenset({'+atomic'}))}",10.2
null_29,null,nominalizer,"{'a_2', 'e_1'}",set(),10.0
null_30,null,nominalizer,"{'a_2', 'e_1'}","{('i', frozenset({'-atomic'}))}",10.1
