diacritic,pronunciation,label,values,triggers,weight
HOUSEDIM_1,HOUSEDIM,HOUSEDIM,set(),set(),10.4
HOUSEDIM_2,HOUSEDIM,HOUSEDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.8
MAT_1,MAT,MAT,set(),set(),9.500000000000002
MAT_2,MAT,MAT,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.100000000000001
ROOF_1,ROOF,ROOF,set(),set(),9.600000000000001
ROOF_2,ROOF,ROOF,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.500000000000002
null_11,null,nominalizer,{'a_2'},"{('e', frozenset({'+atomic'}))}",4.700000000000021
TOWER_1,TOWER,TOWER,set(),set(),11.100000000000003
TOWER_2,TOWER,TOWER,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",16.800000000000004
MOTHER_1,MOTHER,MOTHER,set(),set(),26.099999999999966
MOTHER_2,MOTHER,MOTHER,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",60.89999999999995
FINGER_1,FINGER,FINGER,set(),set(),9.200000000000003
FINGER_2,FINGER,FINGER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",8.300000000000006
uno_1,uno,definite,"{'+atomic', '-definite'}",set(),12.9
null_12,null,nominalizer,"{'o_1', 'i_1'}",set(),19.900000000000013
null_13,null,nominalizer,"{'o_1', 'i_1'}","{('o', frozenset({'+atomic'}))}",11.0
FINGER_3,FINGER,FINGER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.500000000000004
FINGER_4,FINGER,FINGER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",11.500000000000004
HEAD_1,HEAD,HEAD,set(),set(),12.900000000000004
HEAD_2,HEAD,HEAD,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",13.600000000000001
MILK_1,MILK,MILK,set(),set(),10.3
MILK_2,MILK,MILK,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.100000000000001
le_1,le,definite,"{'+definite', '-atomic'}",set(),9.800000000000002
e_2,e,Agr,{'-atomic'},set(),297.6999999999988
e_3,e,atomic,{'-atomic'},set(),29.80000000000005
null_14,null,nominalizer,{'e_2'},set(),49.30000000000028
null_15,null,nominalizer,{'e_2'},"{('e', frozenset({'-atomic'}))}",42.80000000000034
WHEELB_1,WHEELB,WHEELB,set(),set(),10.900000000000002
WHEELB_2,WHEELB,WHEELB,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",11.400000000000002
HEN_1,HEN,HEN,set(),set(),9.600000000000001
HEN_2,HEN,HEN,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.700000000000001
CHICK_1,CHICK,CHICK,set(),set(),9.200000000000003
CHICK_2,CHICK,CHICK,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.100000000000001
CUBE_1,CUBE,CUBE,set(),set(),9.8
CUBE_2,CUBE,CUBE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
PASTIME_1,PASTIME,PASTIME,set(),set(),9.9
PASTIME_2,PASTIME,PASTIME,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
null_16,null,nominalizer,{'a_2'},"{('o', frozenset({'+atomic'}))}",5.400000000000016
HAND_1,HAND,HAND,set(),set(),10.400000000000002
HAND_2,HAND,HAND,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.800000000000002
FOOT_1,FOOT,FOOT,set(),set(),9.500000000000002
FOOT_2,FOOT,FOOT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.400000000000002
SLEEPYTIME_1,SLEEPYTIME,SLEEPYTIME,set(),set(),13.700000000000005
SLEEPYTIME_2,SLEEPYTIME,SLEEPYTIME,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",12.600000000000003
BABYFOOD_1,BABYFOOD,BABYFOOD,set(),set(),9.9
BABYFOOD_2,BABYFOOD,BABYFOOD,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",13.0
null_17,null,atomic,{'+atomic'},set(),9.100000000000003
null_18,null,nominalizer,{'o_1'},"{('null', frozenset({'+atomic'}))}",8.200000000000006
PAPA_1,PAPA,PAPA,set(),set(),4.700000000000019
PAPA_2,PAPA,PAPA,set(),"{('null', frozenset({'+atomic'})), ('null', frozenset())}",5.400000000000016
JUICE_1,JUICE,JUICE,set(),set(),9.8
JUICE_2,JUICE,JUICE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.9
PASTATYPE_1,PASTATYPE,PASTATYPE,set(),set(),10.5
PASTATYPE_2,PASTATYPE,PASTATYPE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.3
FRUIT_1,FRUIT,FRUIT,set(),set(),10.0
FRUIT_2,FRUIT,FRUIT,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.0
TOMATO_1,TOMATO,TOMATO,set(),set(),10.200000000000001
TOMATO_2,TOMATO,TOMATO,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.9
POTATO_1,POTATO,POTATO,set(),set(),9.400000000000002
POTATO_2,POTATO,POTATO,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.0
FISH_1,FISH,FISH,set(),set(),9.600000000000001
FISH_2,FISH,FISH,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",11.100000000000001
HAM_1,HAM,HAM,set(),set(),9.9
HAM_2,HAM,HAM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
THREAD_1,THREAD,THREAD,set(),set(),10.0
THREAD_2,THREAD,THREAD,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.8
GYMNASTICS_1,GYMNASTICS,GYMNASTICS,set(),set(),10.200000000000001
GYMNASTICS_2,GYMNASTICS,GYMNASTICS,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
null_19,null,nominalizer,"{'a_2', 'e_2'}",set(),33.70000000000013
null_20,null,nominalizer,"{'a_2', 'e_2'}","{('i', frozenset({'-atomic'}))}",25.400000000000105
HAND_3,HAND,HAND,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.600000000000001
HAND_4,HAND,HAND,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",11.100000000000001
LEG_1,LEG,LEG,set(),set(),9.9
LEG_2,LEG,LEG,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.5
NOSE_1,NOSE,NOSE,set(),set(),8.700000000000005
NOSE_2,NOSE,NOSE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.600000000000003
MOUTH_1,MOUTH,MOUTH,set(),set(),11.3
MOUTH_2,MOUTH,MOUTH,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.9
CATDIM_1,CATDIM,CATDIM,set(),set(),9.900000000000002
CATDIM_2,CATDIM,CATDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.3
null_21,null,nominalizer,"{'o_1', 'i_1'}","{('i', frozenset({'-atomic'}))}",13.69999999999999
CATDIM_3,CATDIM,CATDIM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
CATDIM_4,CATDIM,CATDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.4
LION_1,LION,LION,set(),set(),9.8
LION_2,LION,LION,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.100000000000001
LION_3,LION,LION,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
LION_4,LION,LION,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.900000000000002
COUSIN_1,COUSIN,COUSIN,set(),set(),9.9
COUSIN_2,COUSIN,COUSIN,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
null_22,null,nominalizer,"{'a_2', 'i_1'}",set(),12.399999999999999
null_23,null,nominalizer,"{'a_2', 'i_1'}","{('i', frozenset({'-atomic'}))}",11.499999999999995
GRANDPARENT_3,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.700000000000001
GRANDPARENT_4,GRANDPARENT,GRANDPARENT,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",11.700000000000001
HOLEDIM_1,HOLEDIM,HOLEDIM,set(),set(),9.9
HOLEDIM_2,HOLEDIM,HOLEDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.700000000000001
LITTLEBIT_1,LITTLEBIT,LITTLEBIT,set(),set(),9.200000000000003
LITTLEBIT_2,LITTLEBIT,LITTLEBIT,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.900000000000002
TROLLEY_1,TROLLEY,TROLLEY,set(),set(),9.700000000000001
TROLLEY_2,TROLLEY,TROLLEY,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.4
PIECE_1,PIECE,PIECE,set(),set(),9.100000000000003
PIECE_2,PIECE,PIECE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.600000000000003
BUTTONDIM_1,BUTTONDIM,BUTTONDIM,set(),set(),9.9
BUTTONDIM_2,BUTTONDIM,BUTTONDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.8
BUTTON_1,BUTTON,BUTTON,set(),set(),10.100000000000001
BUTTON_2,BUTTON,BUTTON,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.200000000000001
DOGDIM_1,DOGDIM,DOGDIM,set(),set(),9.800000000000002
DOGDIM_2,DOGDIM,DOGDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.8
BIB_1,BIB,BIB,set(),set(),9.8
BIB_2,BIB,BIB,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.9
POCKET_1,POCKET,POCKET,set(),set(),9.8
POCKET_2,POCKET,POCKET,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
null_24,null,nominalizer,"{'a_2', 'e_2'}","{('e', frozenset({'-atomic'}))}",25.5000000000001
BALLDIM_3,BALLDIM,BALLDIM,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.400000000000002
BALLDIM_4,BALLDIM,BALLDIM,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset()), ('e', frozenset({'-atomic'}))}",12.400000000000004
TONGUEDIM_1,TONGUEDIM,TONGUEDIM,set(),set(),10.0
TONGUEDIM_2,TONGUEDIM,TONGUEDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.4
MUSIC_1,MUSIC,MUSIC,set(),set(),10.3
MUSIC_2,MUSIC,MUSIC,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
BELLY_1,BELLY,BELLY,set(),set(),9.9
BELLY_2,BELLY,BELLY,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.8
TAPERECORDER_1,TAPERECORDER,TAPERECORDER,set(),set(),10.000000000000002
TAPERECORDER_2,TAPERECORDER,TAPERECORDER,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.100000000000001
LID_1,LID,LID,set(),set(),10.200000000000001
LID_2,LID,LID,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.9
CROSS_1,CROSS,CROSS,set(),set(),9.8
CROSS_2,CROSS,CROSS,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.600000000000001
RINGA_1,RINGA,RINGA,set(),set(),9.700000000000001
RINGA_2,RINGA,RINGA,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.9
CLOVER_1,CLOVER,CLOVER,set(),set(),9.8
CLOVER_2,CLOVER,CLOVER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.9
TRIANGLE_1,TRIANGLE,TRIANGLE,set(),set(),9.300000000000002
TRIANGLE_2,TRIANGLE,TRIANGLE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.100000000000003
PIECE_3,PIECE,PIECE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.900000000000002
PIECE_4,PIECE,PIECE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",9.600000000000001
HOLE_1,HOLE,HOLE,set(),set(),10.100000000000001
HOLE_2,HOLE,HOLE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.9
SEMICIRCLE_1,SEMICIRCLE,SEMICIRCLE,set(),set(),10.4
SEMICIRCLE_2,SEMICIRCLE,SEMICIRCLE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.8
PLACE_1,PLACE,PLACE,set(),set(),9.8
PLACE_2,PLACE,PLACE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.200000000000001
LOCOMOTIVE_1,LOCOMOTIVE,LOCOMOTIVE,set(),set(),10.5
LOCOMOTIVE_2,LOCOMOTIVE,LOCOMOTIVE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.3
DAYB_1,DAYB,DAYB,set(),set(),9.200000000000003
DAYB_2,DAYB,DAYB,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.700000000000001
PAIR_1,PAIR,PAIR,set(),set(),9.8
PAIR_2,PAIR,PAIR,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.4
HAMSTER_1,HAMSTER,HAMSTER,set(),set(),9.700000000000001
HAMSTER_2,HAMSTER,HAMSTER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.8
PIECEDIM_1,PIECEDIM,PIECEDIM,set(),set(),9.500000000000002
PIECEDIM_2,PIECEDIM,PIECEDIM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.3
BOOK_3,BOOK,BOOK,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.3
BOOK_4,BOOK,BOOK,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.700000000000001
FIGURE_1,FIGURE,FIGURE,set(),set(),10.5
FIGURE_2,FIGURE,FIGURE,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.0
MOUSEDIM_1,MOUSEDIM,MOUSEDIM,set(),set(),9.500000000000002
MOUSEDIM_2,MOUSEDIM,MOUSEDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.700000000000001
FIRE_1,FIRE,FIRE,set(),set(),9.8
FIRE_2,FIRE,FIRE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.4
POT_1,POT,POT,set(),set(),10.0
POT_2,POT,POT,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.9
BOTTLE_1,BOTTLE,BOTTLE,set(),set(),9.8
BOTTLE_2,BOTTLE,BOTTLE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.8
CANDLE_1,CANDLE,CANDLE,set(),set(),9.8
CANDLE_2,CANDLE,CANDLE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.4
la_2,la,definite,"{'+atomic', '-definite'}",set(),9.700000000000001
la_3,la,definite,{'+atomic'},set(),126.79999999999721
null_25,null,nominalizer,{'la_2'},set(),10.0
null_26,null,nominalizer,{'la_2'},"{('a', frozenset({'+atomic'}))}",10.0
THING_1,THING,THING,set(),set(),9.700000000000001
THING_2,THING,THING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.700000000000003
MOON_1,MOON,MOON,set(),set(),8.800000000000004
MOON_2,MOON,MOON,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.000000000000002
l_2,l,definite,{'+atomic'},set(),324.6000000000053
a_3,a,Agr,{'-definite'},set(),111.59999999999795
o_3,o,Agr,{'+definite'},set(),228.09999999999133
CAT_1,CAT,CAT,set(),set(),9.700000000000005
CAT_2,CAT,CAT,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",12.500000000000007
FOX_1,FOX,FOX,set(),set(),9.500000000000002
FOX_2,FOX,FOX,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.700000000000001
BOOKDIM_1,BOOKDIM,BOOKDIM,set(),set(),8.700000000000006
BOOKDIM_2,BOOKDIM,BOOKDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.300000000000006
HORSEDIM_1,HORSEDIM,HORSEDIM,set(),set(),9.9
HORSEDIM_2,HORSEDIM,HORSEDIM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.700000000000001
CAROUSEL_1,CAROUSEL,CAROUSEL,set(),set(),10.700000000000001
CAROUSEL_2,CAROUSEL,CAROUSEL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.4
BAMBINO_1,BAMBINO,BAMBINO,set(),set(),9.400000000000004
BAMBINO_2,BAMBINO,BAMBINO,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.900000000000002
FAIRY_1,FAIRY,FAIRY,set(),set(),9.9
FAIRY_2,FAIRY,FAIRY,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
WHALE_1,WHALE,WHALE,set(),set(),10.200000000000001
WHALE_2,WHALE,WHALE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.4
COUNTRY_1,COUNTRY,COUNTRY,set(),set(),9.8
COUNTRY_2,COUNTRY,COUNTRY,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.8
PLURAL_1,PLURAL,PLURAL,set(),set(),10.0
PLURAL_2,PLURAL,PLURAL,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.9
TOOTH_1,TOOTH,TOOTH,set(),set(),9.700000000000001
TOOTH_2,TOOTH,TOOTH,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.3
BALL_3,BALL,BALL,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",10.700000000000005
BALL_4,BALL,BALL,set(),"{('a', frozenset({'+atomic'})), ('null', frozenset()), ('e', frozenset({'-atomic'}))}",13.600000000000003
STONEB_1,STONEB,STONEB,set(),set(),9.9
STONEB_2,STONEB,STONEB,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
KICKAAUG_1,KICKAAUG,KICKAAUG,set(),set(),9.9
KICKAAUG_2,KICKAAUG,KICKAAUG,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.0
BABY_1,BABY,BABY,set(),set(),9.9
BABY_2,BABY,BABY,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.500000000000002
SOCKDIMA_1,SOCKDIMA,SOCKDIMA,set(),set(),10.0
SOCKDIMA_2,SOCKDIMA,SOCKDIMA,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.700000000000001
FLOOR_1,FLOOR,FLOOR,set(),set(),9.9
FLOOR_2,FLOOR,FLOOR,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.700000000000001
SNAILA_1,SNAILA,SNAILA,set(),set(),9.700000000000001
SNAILA_2,SNAILA,SNAILA,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.000000000000002
HEDGEHOG_1,HEDGEHOG,HEDGEHOG,set(),set(),9.500000000000002
HEDGEHOG_2,HEDGEHOG,HEDGEHOG,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.700000000000001
null_27,null,nominalizer,"{'a_2', 'e_2'}","{('a', frozenset({'+atomic'}))}",14.099999999999993
WHEELB_3,WHEELB,WHEELB,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.600000000000001
WHEELB_4,WHEELB,WHEELB,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('e', frozenset({'-atomic'}))}",10.700000000000001
CONSTRUCTION_1,CONSTRUCTION,CONSTRUCTION,set(),set(),9.9
CONSTRUCTION_2,CONSTRUCTION,CONSTRUCTION,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.9
null_28,null,nominalizer,{'e_2'},"{('i', frozenset({'-atomic'}))}",41.50000000000031
PAPERDIM_1,PAPERDIM,PAPERDIM,set(),set(),9.8
PAPERDIM_2,PAPERDIM,PAPERDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
PAPER_1,PAPER,PAPER,set(),set(),9.8
PAPER_2,PAPER,PAPER,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.9
CAR_1,CAR,CAR,set(),set(),10.100000000000001
CAR_2,CAR,CAR,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",12.700000000000001
SEATDIM_1,SEATDIM,SEATDIM,set(),set(),10.0
SEATDIM_2,SEATDIM,SEATDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.9
null_29,null,nominalizer,{'a_2'},"{('null', frozenset({'+atomic'}))}",6.700000000000012
BIKE_1,BIKE,BIKE,set(),set(),9.600000000000001
BIKE_2,BIKE,BIKE,set(),"{('null', frozenset({'+atomic'})), ('null', frozenset())}",9.600000000000001
ROOSTER_1,ROOSTER,ROOSTER,set(),set(),9.8
ROOSTER_2,ROOSTER,ROOSTER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.700000000000001
BAMBINO_3,BAMBINO,BAMBINO,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.3
BAMBINO_4,BAMBINO,BAMBINO,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",9.8
BATHDIM_1,BATHDIM,BATHDIM,set(),set(),9.9
BATHDIM_2,BATHDIM,BATHDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.8
PEARLDIM_1,PEARLDIM,PEARLDIM,set(),set(),10.0
PEARLDIM_2,PEARLDIM,PEARLDIM,set(),"{('null', frozenset()), ('e', frozenset({'-atomic'}))}",9.8
RAIN_1,RAIN,RAIN,set(),set(),9.8
RAIN_2,RAIN,RAIN,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
RABBIT_1,RABBIT,RABBIT,set(),set(),9.500000000000002
RABBIT_2,RABBIT,RABBIT,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.8
CELERY_1,CELERY,CELERY,set(),set(),10.0
CELERY_2,CELERY,CELERY,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.9
CASTLE_1,CASTLE,CASTLE,set(),set(),9.500000000000004
CASTLE_2,CASTLE,CASTLE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.000000000000002
HORSE_1,HORSE,HORSE,set(),set(),9.300000000000004
HORSE_2,HORSE,HORSE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.200000000000005
HORSE_3,HORSE,HORSE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.800000000000004
HORSE_4,HORSE,HORSE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",9.800000000000004
QUEEN_1,QUEEN,QUEEN,set(),set(),9.800000000000002
QUEEN_2,QUEEN,QUEEN,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",12.600000000000001
KING_1,KING,KING,set(),set(),8.400000000000006
KING_2,KING,KING,set(),"{('null', frozenset({'+atomic'})), ('null', frozenset())}",8.900000000000004
BABY_3,BABY,BABY,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.100000000000001
SOFA_1,SOFA,SOFA,set(),set(),9.300000000000002
SOFA_2,SOFA,SOFA,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.500000000000002
BOOKDIM_3,BOOKDIM,BOOKDIM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",8.500000000000005
BOOKDIM_4,BOOKDIM,BOOKDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",9.300000000000004
PENGUIN_1,PENGUIN,PENGUIN,set(),set(),9.9
PENGUIN_2,PENGUIN,PENGUIN,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.4
GOATDIM_1,GOATDIM,GOATDIM,set(),set(),10.200000000000001
GOATDIM_2,GOATDIM,GOATDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.3
LITTLEONE_1,LITTLEONE,LITTLEONE,set(),set(),9.600000000000001
LITTLEONE_2,LITTLEONE,LITTLEONE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.8
